0,1
0.000770667,0.902691
0.00307791,0.638781
0.00690752,0.279193
0.0122359,-0.093184
0.0190301,-0.413708
0.0272484,-0.650893
0.03684,-0.803702
0.0477458,-0.888957
0.0598985,-0.928353
0.0732233,-0.940481
0.087638,-0.937958
0.103054,-0.927961
0.119375,-0.914707
0.136502,-0.899798
0.154329,-0.88408
0.172746,-0.867998
0.191639,-0.851789
0.210891,-0.835559
0.230385,-0.819431
0.25,-0.803514
0.269615,-0.787905
0.289109,-0.772693
0.308361,-0.757957
0.327254,-0.74377
0.345671,-0.730196
0.363498,-0.717293
0.380625,-0.705111
0.396946,-0.693694
0.412362,-0.683081
0.426777,-0.673304
0.440101,-0.664391
0.452254,-0.656365
0.46316,-0.649244
0.472752,-0.643046
0.48097,-0.637783
0.487764,-0.633463
0.493092,-0.630097
0.496922,-0.627688
0.499229,-0.626241
0.5,-0.625759
