0,-8.0375e-15
0.0123307,-7.66456e-10
0.0492466,3.12084e-07
0.11052,2.42089e-06
0.195774,3.1706e-06
0.304482,-2.80655e-05
0.435974,-0.000175717
0.589439,-0.000582436
0.763932,-0.00143283
0.958376,-0.00290951
1.17157,-0.00515338
1.40221,-0.00821594
1.64886,-0.0120411
1.91001,-0.0164613
2.18404,-0.0212202
2.46927,-0.0260071
2.76393,-0.0304941
3.06622,-0.0343831
3.37426,-0.0374303
3.68616,-0.0394826
4,-0.0404739
4.31384,-0.0404375
4.62574,-0.0394746
4.93378,-0.0377498
5.23607,-0.0354504
5.53073,-0.0327753
5.81596,-0.0299062
6.08999,-0.0270003
6.35114,-0.0241794
6.59779,-0.0215309
6.82843,-0.0191108
7.04162,-0.0169483
7.23607,-0.0150547
7.41056,-0.0134268
7.56403,-0.0120558
7.69552,-0.0109278
7.80423,-0.0100287
7.88948,-0.00934528
7.95075,-0.00886645
7.98767,-0.00858297
8,-0.00848912
