0,1
0.0123307,0.980126
0.0492466,0.922171
0.11052,0.830943
0.195774,0.713838
0.304482,0.579995
0.435974,0.439287
0.589439,0.301258
0.763932,0.17419
0.958376,0.064383
1.17157,-0.024233
1.40221,-0.090155
1.64886,-0.134048
1.91001,-0.158268
2.18404,-0.166262
2.46927,-0.161963
2.76393,-0.149267
3.06622,-0.131649
3.37426,-0.111935
3.68616,-0.092221
4,-0.073897
4.31384,-0.057757
4.62574,-0.044125
4.93378,-0.033003
5.23607,-0.024188
5.53073,-0.017373
5.81596,-0.012218
6.08999,-0.008392
6.35114,-0.0056
6.59779,-0.003593
6.82843,-0.00217
7.04162,-0.001174
7.23607,-0.000485
7.41056,-1.5e-05
7.56403,0.000303
7.69552,0.000514
7.80423,0.000652
7.88948,0.000741
7.95075,0.000794
7.98767,0.000822
8,0.000831
