0,1
0.000770667,1.00063
0.00307791,1.00109
0.00690752,0.998133
0.0122359,0.98901
0.0190301,0.972747
0.0272484,0.949928
0.03684,0.921742
0.0477458,0.889286
0.0598985,0.853378
0.0732233,0.814632
0.087638,0.773565
0.103054,0.730673
0.119375,0.68646
0.136502,0.641419
0.154329,0.59603
0.172746,0.550775
0.191639,0.506078
0.210891,0.462357
0.230385,0.419967
0.25,0.379213
0.269615,0.340362
0.289109,0.303621
0.308361,0.269138
0.327254,0.237023
0.345671,0.207336
0.363498,0.180091
0.380625,0.155272
0.396946,0.132834
0.412362,0.112704
0.426777,0.094797
0.440101,0.079013
0.452254,0.065251
0.46316,0.053404
0.472752,0.043372
0.48097,0.035058
0.487764,0.02838
0.493092,0.023264
0.496922,0.019653
0.499229,0.017503
0.5,0.01679
