0,-1.65274e-21
0.00154133,0.0013609
0.00615583,0.00523041
0.013815,0.0113004
0.0244717,0.0191735
0.0380602,0.0284825
0.0544967,0.0388102
0.0736799,0.0497923
0.0954915,0.061058
0.119797,0.072302
0.146447,0.083248
0.175276,0.0936767
0.206107,0.103417
0.238751,0.112329
0.273005,0.120329
0.308658,0.127334
0.345492,0.133318
0.383277,0.138225
0.421783,0.142058
0.46077,0.144773
0.5,0.146385
0.53923,0.146858
0.578217,0.146217
0.616723,0.144443
0.654508,0.141583
0.691342,0.137649
0.726995,0.132724
0.761249,0.12687
0.793893,0.120213
0.824724,0.112875
0.853553,0.105025
0.880203,0.0968425
0.904508,0.0885312
0.92632,0.0803157
0.945503,0.0724191
0.96194,0.0650934
0.975528,0.0585662
0.986185,0.0531006
0.993844,0.048915
0.998459,0.0462582
1,0.0453209
