0,-1.10769e-26
0.0123307,0.0264777
0.0492466,0.0828933
0.11052,0.0869309
0.195774,0.0574008
0.304482,0.0179317
0.435974,-0.024591
0.589439,-0.0438551
0.763932,-0.0483389
0.958376,-0.0326447
1.17157,-0.0163498
1.40221,0.000571125
1.64886,0.00780148
1.91001,0.0110762
2.18404,0.0090613
2.46927,0.00666401
2.76393,0.00405622
3.06622,0.00205528
3.37426,0.00131551
3.68616,0.000212925
4,0.00058342
4.31384,-0.000293251
4.62574,0.00043028
4.93378,-0.000481372
5.23607,0.000303973
5.53073,-0.000578919
5.81596,0.000164111
6.08999,-0.00057743
6.35114,8.87872e-06
6.59779,-0.000522599
6.82843,-0.00020121
7.04162,-0.000418768
7.23607,-0.000365006
7.41056,-0.000133009
7.56403,-0.000325441
7.69552,0.000322179
7.80423,-0.000189858
7.88948,0.000606932
7.95075,-0.000158812
7.98767,0.000207869
8,0.000104656
