0,0.0203709
0.0123307,0.0200753
0.0492466,0.00707773
0.11052,-0.00323947
0.195774,-0.00275809
0.304482,-0.00394101
0.435974,-0.00204808
0.589439,-0.000888516
0.763932,0.000534071
0.958376,0.00106288
1.17157,0.00097313
1.40221,0.000636384
1.64886,6.34447e-05
1.91001,-8.01957e-05
2.18404,-0.00030566
2.46927,-0.000103368
2.76393,-0.000160505
3.06622,4.33525e-05
3.37426,-4.97024e-05
3.68616,6.63946e-05
4,-3.03266e-05
4.31384,3.83181e-05
4.62574,-1.89002e-05
4.93378,1.29466e-05
5.23607,6.80418e-07
5.53073,-9.22299e-06
5.81596,2.16205e-05
6.08999,-3.10482e-05
6.35114,4.05096e-05
6.59779,-5.21983e-05
6.82843,5.5727e-05
7.04162,-7.03306e-05
7.23607,6.73666e-05
7.41056,-8.0184e-05
7.56403,7.43013e-05
7.69552,-7.36118e-05
7.80423,6.47228e-05
7.88948,-2.17594e-05
7.95075,-2.6244e-05
7.98767,0.000209911
8,-0.00041349
